央视频道,#genre#
CCTV7军事,http://111.20.33.70/PLTV/88888893/224/3221226248/index.m3u8
CCTV7军事,http://111.20.33.93/TVOD/88888888/224/3221225778/index.m3u8
CCTV7军事,http://222.175.159.226:808/hls/8/index.m3u8
CCTV7军事,http://39.134.65.164/PLTV/88888888/224/3221225671/index.m3u8
CCTV7军事,http://39.134.65.181/PLTV/88888888/224/3221225671/index.m3u8
CCTV7军事,http://39.134.65.173/PLTV/88888888/224/3221225671/index.m3u8
CCTV7军事,http://39.134.65.183/PLTV/88888888/224/3221225671/index.m3u8
CCTV7军事,http://39.134.66.2/PLTV/88888888/224/3221225671/index.m3u8

CCTV8电视剧,http://111.40.196.25/PLTV/88888888/224/3221225565/index.m3u8
CCTV8电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225631/index.m3u8
CCTV8电视剧,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8
CCTV8电视剧,http://39.134.32.102:6610/270000001111/1110000309/index.m3u8?IASHttpSessionId=OTT
CCTV8电视剧,http://111.20.33.70/TVOD/88888893/224/3221226391/index.m3u8
CCTV8电视剧,http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8
CCTV8电视剧,http://219.140.56.34:3333/tsfile/live/1008_1.m3u8

CCTV9纪录,http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8
CCTV9纪录,http://111.20.33.70/TVOD/88888893/224/3221226197/index.m3u8
CCTV9纪录,http://222.175.159.226:808/hls/10/index.m3u8
CCTV9纪录,http://39.134.67.110/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://219.140.56.34:3333/tsfile/live/1009_1.m3u8
CCTV9纪录,http://111.40.196.34/PLTV/88888888/224/3221225502/index.m3u8
CCTV9纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8
CCTV9纪录,http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8
CCTV9纪录,http://39.134.66.46/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://39.134.65.179/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://39.134.65.181/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://39.134.65.166/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://39.134.65.183/PLTV/88888888/224/3221225676/index.m3u8
CCTV9纪录,http://39.134.65.173/PLTV/88888888/224/3221225676/index.m3u8

CCTV10科教,http://111.20.33.70/PLTV/88888893/224/3221226189/index.m3u8
CCTV10科教,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV10科教,http://219.140.56.34:3333/tsfile/live/0010_1.m3u8
CCTV10科教,http://111.20.33.93/TVOD/88888888/224/3221225777/index.m3u8
CCTV10科教,http://222.175.159.226:808/hls/11/index.m3u8
CCTV10科教,http://39.134.67.110/PLTV/88888888/224/3221225677/index.m3u8
CCTV10科教,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8
CCTV10科教,http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8
CCTV10科教,http://39.134.65.179/PLTV/88888888/224/3221225677/index.m3u8
CCTV10科教,http://39.134.65.164/PLTV/88888888/224/3221225677/index.m3u8
CCTV10科教,http://39.134.65.166/PLTV/88888888/224/3221225677/index.m3u8
CCTV10科教,http://39.134.65.181/PLTV/88888888/224/3221225677/index.m3u8
CCTV10科教,http://39.134.65.183/PLTV/88888888/224/3221225677/index.m3u8
CCTV10科教,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8

CCTV11戏曲,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8
CCTV11戏曲,http://39.134.67.110/PLTV/88888888/224/3221225517/index.m3u8
CCTV11戏曲,http://222.175.159.226:808/hls/12/index.m3u8
CCTV11戏曲,http://111.20.33.70/PLTV/88888893/224/3221226240/index.m3u8
CCTV11戏曲,http://111.20.33.93/TVOD/88888888/224/3221225776/index.m3u8

CCTV12社会与法,http://111.20.33.70/PLTV/88888893/224/3221226190/index.m3u8
CCTV12社会与法,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8
CCTV12社会与法,http://219.140.56.34:3333/tsfile/live/0012_1.m3u8
CCTV12社会与法,http://222.175.159.226:808/hls/13/index.m3u8
CCTV12社会与法,http://39.134.67.110/PLTV/88888888/224/3221225669/index.m3u8
CCTV12社会与法,http://111.20.33.70/TVOD/88888893/224/3221226190/index.m3u8

CCTV13新闻,http://111.20.33.70/PLTV/88888893/224/3221226233/index.m3u8
CCTV13新闻,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8
CCTV13新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8
CCTV13新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV13新闻,http://219.140.56.34:3333/tsfile/live/1013_1.m3u8
CCTV13新闻,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV13新闻,http://222.175.159.226:808/hls/14/index.m3u8
CCTV13新闻,http://39.134.67.110/PLTV/88888888/224/3221225812/index.m3u8

CCTV14少儿,http://111.20.33.70/PLTV/88888893/224/3221226193/index.m3u8
CCTV14少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8
CCTV14少儿,http://39.134.67.110/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://222.175.159.226:808/hls/15/index.m3u8
CCTV14少儿,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8
CCTV14少儿,http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8
CCTV14少儿,http://39.134.65.179/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.164/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.181/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.183/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.65.173/PLTV/88888888/224/3221225674/index.m3u8
CCTV14少儿,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8

CCTV15音乐,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8
CCTV15音乐,http://39.134.67.110/PLTV/88888888/224/3221225513/index.m3u8
CCTV15音乐,http://111.20.33.70/TVOD/88888888/224/3221225785/index.m3u8
CCTV15音乐,http://219.140.56.34:3333/tsfile/live/1015_1.m3u8
CCTV15音乐,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8
CCTV15音乐,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8?icpid=88888888&from=30&hms_devid=1452

CCTV16奥运,http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8
CCTV16奥运,http://111.20.33.70/TVOD/88888893/224/3221226921/index.m3u8
CCTV16奥运,http://39.135.138.58:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV16奥运,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8

CCTV-17农业,http://111.20.33.70/TVOD/88888893/224/3221226198/index.m3u8
CCTV-17农业,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV-17农业,http://39.134.32.102:6610/270000001111/1110000391/index.m3u8?IASHttpSessionId=OTT
CCTV-17农业,http://39.134.67.110/PLTV/88888888/224/3221225708/index.m3u8
CCTV-17农业,http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8
CCTV-17农业,http://219.140.56.34:3333/tsfile/live/0019_1.m3u8
CCTV-17农业,http://222.175.159.226:808/hls/18/index.m3u8

中国教育1HD,http://111.11.123.49:6610/000000001000/5000000002000002652/1.m3u8?Contentid=5000000002000002652&livemode=1&stbId=3&channel-id=bestzb
中国教育1HD,http://39.134.115.191:8080/ysten.jx.chinamobile.com/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls

中国教育2,http://111.20.35.103:6610/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
中国教育2,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225756/1.m3u8
中国教育2,http://111.63.117.13:6060/030000001000/G_CETV-2/G_CETV-2.m3u8
中国教育3,http://111.20.35.103:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
中国教育3,http://111.20.33.93/PLTV/88888893/224/3221226226/index.m3u8
中国教育3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226226/1.m3u8
中国教育4,http://39.134.63.11:6610/PLTV/88888888/224/3221225783/index.m3u8?i
中国教育4,http://39.134.193.100:6610/030000001001/SD-4000k-576P-jiaoyutv4/1.m3u8?i
中国教育4,http://111.11.123.49:6610/000000001000/5000000006000012123/1.m3u8?Contentid=5000000006000012123&livemode=1&stbId=3&channel-id=bestzb
中国教育4,http://39.134.65.134/PLTV/88888888/224/3221225750/1.m3u8
中国教育4,http://39.134.65.141/PLTV/88888888/224/3221225750/1.m3u8
中国教育4,http://39.134.65.151/PLTV/88888888/224/3221225750/1.m3u8
中国教育4,http://39.134.65.145/PLTV/88888888/224/3221225750/1.m3u8
中国教育4,http://111.11.123.49:6610/000000001000/1000000005000025333/1.m3u8?Contentid=1000000005000025333&livemode=1&stbId=3&channel-id=ystenlive
中国教育4,http://39.135.138.58:18890/PLTV/88888888/224/3221225937/index.m3u8
中国教育4,http://39.134.65.143/PLTV/88888888/224/3221225750/1.m3u8
中国教育4,http://39.135.138.58:18890/ysten-businessmobile/live/SD-4000k-576P-jiaoyutv4/1.m3u8
中国教育4,http://111.20.35.103:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
中国教育4,http://111.20.33.93/PLTV/88888893/224/3221226225/index.m3u8

中国天气,http://111.11.123.49:6610/000000001000/5000000005000031974/1.m3u8?Contentid=5000000005000031974&livemode=1&stbId=3&channel-id=bestzb
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8

女性时尚,http://111.20.33.70/PLTV/88888893/224/3221226237/index.m3u8
女性时尚,http://111.32.169.222/bkhlsliveali-cdn.ysp.cctv.cn/ysp/2012513903.m3u8
风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8
风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
兵器科技,http://42.176.185.28:9901/tsfile/live/1034_1.m3u8
央视文化精品,http://42.176.185.28:9901/tsfile/live/1028_1.m3u8
梨园频道,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8

冬奥纪实,http://111.20.33.70/PLTV/88888893/224/3221226232/index.m3u8
CGTN,http://111.20.33.93/TVOD/88888888/224/3221225745/index.m3u8
CCTV移动,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
发现之旅,http://111.20.33.70/PLTV/88888893/224/3221226235/index.m3u8
老故事,http://111.20.33.70/PLTV/88888893/224/3221226236/index.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8?zbeid

卫视频道,#genre#

湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8
湖南卫视,http://111.20.33.70/TVOD/88888893/224/3221226211/index.m3u8
湖南卫视,http://222.175.159.226:808/hls/41/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225977/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8
湖南卫视,http://hbpx.chinashadt.com:2036/live/px5.stream/playlist.m3u8
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225745/index.m3u8
湖南卫视,http://111.40.196.28/PLTV/88888888/224/3221225519/index.m3u8?zweimd
湖南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225490/index.m3u8?fmt=ts2hls
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8

浙江卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://222.175.159.226:808/hls/42/index.m3u8
浙江卫视,http://111.20.33.70/TVOD/88888893/224/3221226199/index.m3u8
浙江卫视,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=1000000001000009806&livemode=1&stbId=2&channel-id=ystenlive
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8?
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8
浙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8

江苏卫视,http://222.175.159.226:808/hls/44/index.m3u8
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8
江苏卫视,http://111.20.33.70/PLTV/88888893/224/3221226200/index.m3u8
江苏卫视,http://39.134.67.110/PLTV/88888888/224/3221225938/index.m3u8

广东卫视,http://111.20.33.70/PLTV/88888893/224/3221226216/index.m3u8
广东卫视,http://cm.wshls.homecdn.com/live/1bd69.m3u8
广东卫视,http://222.175.159.226:808/hls/52/index.m3u8
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8

深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8
深圳卫视,http://111.20.33.70/PLTV/88888893/224/3221226205/index.m3u8
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8
深圳卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8
深圳卫视,http://222.175.159.226:808/hls/49/index.m3u8

北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8
北京卫视,http://111.20.33.70/PLTV/88888893/224/3221226222/index.m3u8
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8
北京卫视,http://222.175.159.226:808/hls/45/index.m3u8
北京卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8

天津卫视,http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8
天津卫视,http://222.175.159.226:808/hls/47/index.m3u8
天津卫视,http://111.40.196.25/PLTV/88888888/224/3221225556/index.m3u8
天津卫视,http://111.20.33.70/PLTV/88888893/224/3221226204/index.m3u8
天津卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225739/index.m3u8

凤凰卫视,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰卫视,http://111.59.189.40:8445/tsfile/live/1020_1.m3u8
凤凰卫视,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8

东方卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8
东方卫视,http://111.20.33.70/PLTV/88888893/224/3221226217/index.m3u8
东方卫视,http://222.175.159.226:808/hls/43/index.m3u8
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8
东方卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8

山东卫视,http://222.175.159.226:808/hls/19/index.m3u8
山东卫视,http://39.134.67.110/PLTV/88888888/224/3221225952/index.m3u8
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8
山东卫视,https://lives.jnnews.tv/video/s10001-SDTV/index.m3u8

湖北卫视,http://111.20.33.70/PLTV/88888893/224/3221226194/index.m3u8
湖北卫视,http://222.175.159.226:808/hls/51/index.m3u8
湖北卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225740/index.m3u88
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8
湖北卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8

四川卫视,http://222.175.159.226:808/hls/59/index.m3u8
四川卫视,http://39.134.67.110/PLTV/88888888/224/3221225970/index.m3u8
四川卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225733/index.m3u8

重庆卫视,http://222.175.159.226:808/hls/54/index.m3u8
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225692/index.m3u8

安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8
安徽卫视,http://222.175.159.226:808/hls/46/index.m3u8
安徽卫视,http://1.195.111.251:11190/tsfile/live/0130_1.m3u8
安徽卫视,http://111.20.33.70/TVOD/88888893/224/3221226203/index.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8

黑龙江卫视,http://111.20.33.70/PLTV/88888893/224/3221226215/index.m3u8
黑龙江卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225736/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225736/index.m3u8
黑龙江卫视,http://111.40.196.27/PLTV/88888888/224/3221225544/index.m3u8

河北卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225732/index.m3u8
河北卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225610/index.m3u8?fmt=ts2hls
河北卫视,http://222.175.159.226:808/hls/57/index.m3u8
河北卫视,http://39.134.66.66/PLTV/88888888/224/3221225495/index.m3u8
河北卫视,http://111.63.117.13:6060/030000001000/G_HEBEI/G_HEBEI.m3u8

河南卫视,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
河南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225611/index.m3u8?fmt=ts2hls

东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8
东南卫视,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
东南卫视,http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8

辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8
辽宁卫视,http://222.175.159.226:808/hls/48/index.m3u8
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://111.20.33.70/PLTV/88888893/224/3221226210/index.m3u8
辽宁卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8
辽宁卫视,http://111.40.196.39/PLTV/88888888/224/3221225558/index.m3u8

江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://222.175.159.226:808/hls/56/index.m3u8
江西卫视,http://111.40.196.39/PLTV/88888888/224/3221225560/index.m3u8
广西卫视,http://183.196.25.171:808/hls/46/index.m3u8
广西卫视,http://111.59.63.32:9901/tsfile/live/1003_1.m3u8

山西卫视,http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8
山西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225730/index.m3u8
山西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221225730/index.m3u8
山西卫视,http://222.175.159.226:808/hls/64/index.m3u8

陕西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://111.40.196.34/PLTV/88888888/224/3221225582/index.m3u8
陕西卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225729/index.m3u8
陕西卫视,http://222.175.159.226:808/hls/65/index.m3u8

海南卫视,http://111.40.196.35/PLTV/88888888/224/3221225623/index.m3u8
海南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225722/index.m3u8
海南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225722/index.m3u8

云南卫视,http://111.40.196.36/PLTV/88888888/224/3221225635/index.m3u8
云南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225664/index.m3u8
云南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225664/index.m3u8
云南卫视,http://222.175.159.226:808/hls/60/index.m3u8

吉林卫视,http://111.40.196.36/PLTV/88888888/224/3221225589/index.m3u8
